ChEBI_ID	Primary_Name
CHEBI:61611	alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-D-Manp
CHEBI:61612	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)-D-Manp
CHEBI:61613	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp
CHEBI:61614	vinyl polymer
CHEBI:61615	poly(propylene glycol) polymer
CHEBI:61616	flucloxcillanyl group
CHEBI:61617	polyglycidol polymer
CHEBI:61618	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-D-Manp
CHEBI:61619	poly[4-(4-benzoylphenoxy)phenol] polymer
CHEBI:61620	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)-D-Manp
CHEBI:61621	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)-D-Manp
CHEBI:61622	alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp
CHEBI:61624	alpha-D-Glcp-(1->6)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-alpha-D-Manp-(1->2)-D-Manp
CHEBI:61625	alpha-D-Glcp-(1->6)-D-Manp
CHEBI:61626	L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanine
CHEBI:61628	phenyl N-acetyl-alpha-D-glucosaminide
CHEBI:61629	cholesteryl 6-O-acyl-beta-D-galactoside
CHEBI:61632	phenyl N-acetyl-beta-D-glucosaminide
CHEBI:61633	alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc-(1<->1')-Cer
CHEBI:61634	cholesteryl 6-O-oleoyl-beta-D-galactoside
CHEBI:61635	alpha-D-GalpNAc-(1->3)-[alpha-L-Fucp-(1->2)]-beta-D-Galp-(1->3)-D-GalpNAc
CHEBI:61636	alpha-Neup5Ac-(2->3)-beta-D-Galp-(1->4)-[beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp
CHEBI:61637	N,S-isopropylidene-D-penicillamine
CHEBI:61638	poly(vinyl butyral) polymer
CHEBI:61639	poly(acrylonitrile) polymer
CHEBI:61640	poly(vinylcarbazole) polymer
CHEBI:61641	poly(N-vinylimidazole) polymer
CHEBI:61642	polystyrene polymer
CHEBI:61643	beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer
CHEBI:61644	alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer
CHEBI:61645	L-seryl-AMP
CHEBI:61646	fluoroacetyl-CoA
CHEBI:61647	cholesteryl 6-O-palmitoyl-beta-D-galactoside
CHEBI:61648	alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer
CHEBI:61649	cholesteryl 6-O-decanoyl-beta-D-galactoside
CHEBI:61650	[3)-beta-D-galactopyranuronosyl-(1->3)-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucopyranosyl-(1->4)-beta-D-galactopyranurosyl-(1->]n
CHEBI:61651	cholesteryl 6-O-hexanoyl-beta-D-galactoside
CHEBI:61652	cholesteryl 6-O-acetyl-beta-D-galactoside
CHEBI:61653	pneumococcal C-polysaccharide
CHEBI:61654	cholesteryl 6-O-[15-(ethyldisulfanyl)pentadecanoyl]-beta-D-galactoside
CHEBI:61830	alpha-D-Galp-(1->6)-alpha-D-Galp-(1->3)-beta-D-Galf-(1->3)-alpha-D-Manp-(1->3)-alpha-D-Manp-(1->4)-alpha-D-GlcpN-(1->6)-myo-inositol
CHEBI:61833	alpha-L-Fucp-(1->2)-alpha-L-Fucp-(1->3)-beta-D-GalpNAc-(1->4)-[alpha-L-Fucp-(1->2)-alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc
CHEBI:61825	alpha-D-Galp-(1->3)-beta-D-Galf-(1->3)-alpha-D-Manp-(1->3)-alpha-D-Manp-(1->4)-alpha-D-GlcpN-(1->6)-1D-myo-inositol
CHEBI:61656	cholesteryl glycoside
CHEBI:61657	methyl 6-O-[15-(ethyldisulfanyl)pentadecanoyl]-beta-D-galactoside
CHEBI:61658	phenyl 6-O-[15-(ethyldisulfanyl)pentadecanoyl]-beta-D-galactoside
CHEBI:61660	organic sulfamate oxoanion
CHEBI:61661	dTDP-4-acetamido-4,6-dideoxy-D-galactose
CHEBI:61662	2'-deoxyribonucleoside triphosphate oxoanion
CHEBI:61663	alpha-D-Manp-(1->3)-alpha-D-Manp
CHEBI:61664	3-O-(6-O-alpha-D-xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose
CHEBI:61665	3-O-(6-O-alpha-D-xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose(1-)
CHEBI:61666	amidobenzoate
CHEBI:61683	ubiquinone-8
CHEBI:61717	ferroheme c(2-)
CHEBI:61749	enfumafungin
CHEBI:61815	alpha-D-Galp-(1->2)-alpha-D-Galp-(1->6)-[alpha-D-Galp-(1->2)]-alpha-D-Galp-(1->3)-[alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)]-alpha-D-Manp
CHEBI:61816	lysoganglioside
CHEBI:61817	1-palmitoyl-2-azelaoyl-sn-glycero-3-phosphocholine
CHEBI:61818	N-acetyl-alpha-neuraminyl-(2->6)-N-acetyl-alpha-D-galactosamine
CHEBI:61819	alpha-D-Galp-(1->6)-[alpha-D-Galp-(1->2)]-alpha-D-Galp-(1->3)-[alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)]-alpha-D-Manp
CHEBI:61822	2-O-glutaroyl-1-O-palmitoyl-sn-glycero-3-phosphocholine
CHEBI:61824	beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc
CHEBI:61826	beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp
CHEBI:61827	beta-melibiose
CHEBI:61828	5alpha-cholest-8(14)-en-3beta,15beta-diol
CHEBI:61829	3beta-hydroxy-5alpha-cholest-8(14)-en-15-one
CHEBI:61831	beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp
CHEBI:61832	alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-GlcNAc
CHEBI:61834	15-oxo steroid
CHEBI:61835	3beta-hydroxy-5alpha-cholestan-15-one
CHEBI:61836	alpha-D-Galp-(1->4)-beta-D-GlcpNAc
CHEBI:61837	beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp
CHEBI:61655	steroid saponin
CHEBI:62423	(2-hydroxyphenyl)acetate
CHEBI:66438	schweinfurthin H
CHEBI:65680	(2S)-6-(gamma,gamma-dimethylallyl)-5-hydroxy-3',4'-dimethoxy-6'',6''-dimethylpyran[2'',3'':7,8]flavanone
CHEBI:65682	(2S)-6-(gamma,gamma-dimethylallyl)-5,4'-dihydroxy-3'-methoxy-6'',6''-dimethylpyran[2'',3'':7,8]flavanone
CHEBI:62418	3-oxohexanoyl-CoA(4-)
CHEBI:61838	beta-D-Galp-(1->4)-[beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp
CHEBI:61839	5alpha-cholestan-3beta,15beta-diol
CHEBI:61840	{4)-[beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)]-beta-D-Glcp-(1->4)-[beta-D-Glcp-(1->3)]-beta-D-Galp-(1->4)-beta-D-Glcp-(1->}n
CHEBI:61841	beta-D-Galp-(1->4)-[beta-D-Galp-(1->4)-beta-D-Glcp-(1->6)]-beta-D-GlcpNAc
CHEBI:61843	{4)-[alpha-Neup5Ac-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->6)]-beta-D-Glcp-(1->4)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->}n
CHEBI:61844	beta-D-Galp-(1->4)-beta-D-GlcNAcp-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp
CHEBI:61845	[8)-alpha-Neu5Ac-(2->]14
CHEBI:61846	beta-D-Galp-(1->4)-[beta-D-Glcp-(1->6)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp
CHEBI:61847	beta-D-Galp-(1->6)-beta-D-Glcp-(1->6)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp
CHEBI:61848	[3)-beta-D-ribosyl-(1->1)-D-ribitol-5-P-(O->]n
CHEBI:61849	beta-D-ribosyl-(1->1)-D-ribitol-5-phosphate
CHEBI:61850	alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer
CHEBI:62005	5-carbamoylmethyluridine
CHEBI:62554	fumonisin B1(3-)
CHEBI:62558	(S)-3-hydroxylauroyl-CoA(4-)
CHEBI:62621	L-selenomethionine zwitterion
CHEBI:62623	N-acetyl-beta-D-glucosaminyl-(1->6)-[beta-D-galactosyl-(1->3)]-N-acetyl-alpha-D-galactosaminyl group
CHEBI:62625	N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl group
CHEBI:62627	N-acetyl-beta-D-glucosyl-(1->6)-[N-acetyl-beta-D-glucosyl-(1->3)]-N-acetyl-alpha-D-galactosyl group
CHEBI:62628	N-acetyl-alpha-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl group
CHEBI:62629	nitarsone
CHEBI:66129	kadlongilactone B
CHEBI:66804	obtusafuran
CHEBI:66809	ochrocarpinone B
CHEBI:66811	ochrocarpin A
CHEBI:66812	ochrocarpin B
CHEBI:66814	ochrocarpin D
CHEBI:66815	ochrocarpin E
CHEBI:66818	oleanolic acid 3-O-[O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->3)-O-alpha-L-rhamnopyranosyl-(1->2)-alpha-L-arabinopyranoside]
CHEBI:66820	oleoyl neocryptotanshinone
CHEBI:66822	onosmin B
CHEBI:66830	orbiculin I
CHEBI:66824	orbiculin A
CHEBI:66835	oriciacridone C
CHEBI:66837	oryzafuran
CHEBI:65661	3-O-trans-p-coumaroyl actinidic acid
CHEBI:65634	circumdatin H
CHEBI:65642	8'-epi-cleomiscosin A
CHEBI:65740	7'-O-demethylisocephaeline
CHEBI:65753	3,5-di-O-acetyl-1-O-[(5beta,8alpha,9beta,10alpha)-18-oxokaur-16-en-18-yl]-beta-L-arabinofuranose
CHEBI:65743	dendrocandin C
CHEBI:64799	beta-copaene
CHEBI:64801	(R)-tetraprenyl-beta-curcumene
CHEBI:67132	ditrans,polycis-polyprenol
CHEBI:67136	cannabidiolate
CHEBI:67142	nucleobase analogue
CHEBI:67143	pppA2'p5'A2'p5'A
CHEBI:67145	fumigaclavine A(1+)
CHEBI:67146	fumigaclavine B(1+)
CHEBI:67147	fumigaclavine C(1+)
CHEBI:67152	(2Z)-2-hydroxypenta-2,4-dienoate
CHEBI:67153	(+)-larreatricin
CHEBI:67159	fumigaclavine A
CHEBI:67160	alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc
CHEBI:67161	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-D-Glcp6S
CHEBI:67162	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-D-GlcpNAc6S
CHEBI:67163	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc
CHEBI:67164	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-D-GlcpNAc
CHEBI:67177	1-deoxymethyl-3-dehydrosphinganine(1+)
CHEBI:67190	carlactone
CHEBI:67191	(2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal
CHEBI:67192	9-cis-10'-apo-beta-carotenal
CHEBI:67193	4-methylheptane
CHEBI:67194	cannabinoid
CHEBI:67195	gap junctional intercellular communication inhibitor
CHEBI:67196	phytocannabinoid
CHEBI:67197	endocannabinoid
CHEBI:67198	retinoic acid receptor agonist
CHEBI:67199	AP-1 antagonist
CHEBI:67200	provitamin A
CHEBI:67201	synthetic cannabinoid
CHEBI:67202	N,N'-(p-xylylidene)bis(aminoguanidine) dihydrochloride
CHEBI:67205	(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinic acid
CHEBI:64798	gamma-muurolene
CHEBI:62964	magnesium acetate
CHEBI:62965	sodium formate
CHEBI:62968	crystalline cellulose
CHEBI:62974	cellotetraose
CHEBI:62981	4-hydroxy-L-prolinate
CHEBI:62989	chenodeoxycholoyl-CoA(4-)
CHEBI:62996	alpha-D-GlcNAc-(1->2)-beta-D-Glc-(1->4)-[beta-D-Glc-(1->3)]-[alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-alpha-D-Glc-(1->2)-beta-D-Glc-(1->6)]-alpha-D-Glc-(1->5)-[alpha-D-Kdo-(2->4)]-alpha-D-Kdo-(2->6)-Lipid A
CHEBI:63000	1-O-(alpha-D-glucopyranosyl)-N-icosa-11,14-dienoylphytosphingosine
CHEBI:65041	dihydrochanoclavine-I aldehyde
CHEBI:65042	agroclavine(1+)
CHEBI:65043	6'''-hydroxyneomycin C
CHEBI:65044	2'''-acetyl-6'''-hydroxyneomycin C
CHEBI:65045	festuclavine(1+)
CHEBI:65046	2-deoxy-scyllo-inosamine
CHEBI:65047	UDP-2-acetamido-2-deoxy-alpha-D-glucuronic acid
CHEBI:65049	5,10-methenyltetrahydrofolate polyglutamate macromolecule
CHEBI:65050	5,10-methenyltetrahydrofolate polyglutamate polymer
CHEBI:65053	EC 4.1.1.19 (arginine decarboxylase) inhibitor
CHEBI:65054	3,4-methylenedioxymandelic acid
CHEBI:65056	EC 3.1.3.11 (fructose-bisphosphatase) inhibitor
CHEBI:65057	adenosine A1 receptor agonist
CHEBI:65066	trans,octacis-decaprenylphospho-beta-D-arabinofuranose(1-)
CHEBI:65067	trans,octacis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose(1-)
CHEBI:65068	6'''-oxoneomycin C(5+)
CHEBI:65072	carboxyspermidine(2+)
CHEBI:65073	C20 3-dehydrosphinganine(1+)
CHEBI:65083	4-deoxypyridoxine
CHEBI:65084	2-hydroxyoctadecanal
CHEBI:65089	Ins-1-P-Cer(d18:0/26:0)(1-)
CHEBI:65090	1-octadecanoyl-2-acyl-sn-glycero-3-phospho-1D-myo-inositol
CHEBI:65091	Ins-1-P-Cer(d18:0/24:0)(1-)
CHEBI:65092	1-monolysocardiolipin(2-)
CHEBI:65094	Ins-1-P-Cer(d18:0/2-OH-26:0)(1-)
CHEBI:65097	2-hydroxyhexadecanoate
CHEBI:65098	6'''-oxoneomycin C
CHEBI:62934	discadenine(1-)
CHEBI:65128	beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc
CHEBI:65145	3',4'-O-disulfo-N-acetyllactosamine
CHEBI:65146	3,6-di-O-sulfo-beta-D-galactosyl-(1->4)-6-O-sulfo-N-acetyl-beta-D-glucosamine
CHEBI:65147	3,6-di-O-sulfo-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine
CHEBI:65149	alpha-L-Fucp-(1->4)-[beta-D-Galp3S-(1->3)]-beta-D-GlcpNAc
CHEBI:65150	beta-D-Galp3S-(1->3-)-alpha-D-GalpNAc
CHEBI:65151	beta-D-Galp3S-(1->3-)-beta-D-GlcpNAc
CHEBI:65152	beta-D-Galp3S-(1->4)-beta-D-Glcp6S
CHEBI:65153	beta-D-Galp3S-(1->4)-[alpha-L-Fucp-(1->3)]-D-Glcp6S
CHEBI:65170	beta-D-Galp3S-(1->4)-[alpha-L-Fucp-(1->3)]-D-Glcp
CHEBI:65171	beta-D-Galp3S-(1->4)-[alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc
CHEBI:65174	beta-D-Galp3S-(1->4)-beta-D-GlcpNAc6S
CHEBI:65175	beta-D-Galp3S-(1->4)-[alpha-L-Fucp-(1->3)]-D-GlcpNAc6S
CHEBI:65176	beta-D-Galp3S-(1->4)-[alpha-L-Fucp-(1->3)]-D-GlcpNAc
CHEBI:65178	beta-D-Galp3S-(1->4)-beta-D-GlcpNAc
CHEBI:65179	beta-D-Galp3S-(1->4)-beta-D-Glcp
CHEBI:65181	4,6-di-O-sulfo-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine
CHEBI:65182	beta-D-Galp4S-(1->4)-beta-D-GlcpNAc
CHEBI:65183	beta-D-Galp6S-(1->4)-beta-D-GlcpNAc6S
CHEBI:65184	beta-D-Galp6S-(1->4)-beta-D-Glcp6S
CHEBI:65185	beta-D-Galp6S-(1->4)-beta-D-GlcpNAc
CHEBI:65186	beta-D-Galp6S-(1->4)-beta-D-Glcp
CHEBI:65188	9-deoxy-9-acetamido-N-acetyl-alpha-neuraminic acid
CHEBI:65127	erythro-L-hydroxyallysine residue
CHEBI:66281	TMC-89A
CHEBI:67361	pisonin D
CHEBI:65190	first generation antipsychotic
CHEBI:65191	second generation antipsychotic
CHEBI:65192	alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-D-GalNAc
CHEBI:65195	alpha-L-Fucp-(1->2)-beta-D-Galp6S-(1->4)-D-Glcp
CHEBI:65197	alpha-L-Fucp-(1->2)-beta-D-Galp6S-(1->4)-D-Glcp6S
CHEBI:65198	alpha-L-Fucp-(1->2)-beta-D-Galp6S-(1->4)-D-GlcpNAc
CHEBI:65199	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-[alpha-L-Fucp-(1->4)]-beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->3)-[alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-[alpha-L-Fucp-(1->4)]-beta-D-GlcpNAc-(1->2)-alpha-D-Manp-(1->6)]-beta-D-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-beta-D-GlcpNAc
CHEBI:65207	vascular endothelial growth factor receptor antagonist
CHEBI:65208	E-3810(1+)
CHEBI:65209	E-3810 free base
CHEBI:65210	(2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoic acid
CHEBI:65212	polysaccharide derivative
CHEBI:65225	alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-beta-D-GalpNAc-(1->3)-alpha-D-Galp
CHEBI:67217	1-{4-[(2-hydroxyethyl)carbamoyl]benzyl}-1-methylpiperidinium chloride
CHEBI:67218	conduritol
CHEBI:67219	3-(4-carboxybutanamido)-1-{4-[(2-hydroxyethyl)carbamoyl]benzyl}-1-methylpiperidinium
CHEBI:67221	conduritol A
CHEBI:67222	conduritol B
CHEBI:67223	2'-deamino-2'-hydroxyneamine
CHEBI:67224	(+)-conduritol B
CHEBI:67225	2'-deamino-2'-hydroxy-6'-dehydroparomamine
CHEBI:67226	(-)-conduritol B
CHEBI:67269	cyclo(L-leucyl-L-leucyl)
CHEBI:66282	TMC-89B
CHEBI:68557	bradykinin receptor antagonist
CHEBI:68558	ticagrelor
CHEBI:65189	9-deoxy-9-acetamido-alpha-N-acetylneuraminyl-(2->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine
CHEBI:68561	N-acetyltyrosine
CHEBI:67377	6,8-dimethylisogenistein
CHEBI:67379	trans-methylferulate
CHEBI:68559	beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->2)-alpha-DMan-(1->3)-{beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->2)-alpha-DMan-(1->6)}-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc
CHEBI:63624	telbivudine
CHEBI:63626	tesamorelin
CHEBI:65480	bellidin
CHEBI:65923	fukanefuromarin C
CHEBI:65924	fukanefuromarin D
CHEBI:68521	alkyl,acyl-sn-glycero-3-phosphoserine
CHEBI:63460	parkeol
CHEBI:63467	delta-amyrin
CHEBI:63468	tirucalla-7,24-dien-3beta-ol
CHEBI:63541	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
CHEBI:63542	(8Z,11Z,14Z,17Z)-icosatetraenoyl-CoA
CHEBI:63548	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA
CHEBI:63587	eribulin
CHEBI:64420	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate-D-alanine(4-)
CHEBI:64425	5'-uridylyl(1-) group
CHEBI:64427	phosphatidyl-N,N-dimethylethanolamine zwitterion
CHEBI:64428	H group
CHEBI:64565	lysophosphatidylcholine 18:3
CHEBI:64566	lysophosphatidylcholine 18:1
CHEBI:64711	purine nucleotide-sugar
CHEBI:66881	trans,octacis-decaprenylphospho-beta-D-ribofuranose(1-)
CHEBI:66949	nucleoside 3'-phosphate(2-)
CHEBI:66950	olivetolate
CHEBI:66977	phosphatidylcholine 44:2
CHEBI:66985	N-(docosanoyl)-4-hydroxyeicosasphinganine
CHEBI:66990	N-(tetracosanoyl)-4-hydroxyeicosasphinganine
CHEBI:66995	N-(2-hydroxyhexacosanoyl)eicosasphinganine
CHEBI:67108	1-deoxymethylsphinganine(1+)
CHEBI:67109	1-deoxysphinganine(1+)
CHEBI:67111	N-acyl-1-deoxysphinganine
CHEBI:67166	beta-L-fucosyl-(1->3)-N-acetyl-beta-D-glucosamine
CHEBI:67167	alpha-L-fucosyl-(1->4)-N-acetyl-beta-D-glucosamine
CHEBI:67169	cortistatins
CHEBI:67171	cortistatin A
CHEBI:68477	alpha-D-Galp-(1->3)-beta-D-Galp-(1->4)-[alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc
CHEBI:68478	everolimus
CHEBI:68852	all-trans-polyprenol phosphate(2-)
CHEBI:68854	all-cis-polyprenol phosphate(2-)
CHEBI:68847	azilsartan kamedoxomil
CHEBI:68549	diphosphate group(3-)
CHEBI:68550	triphosphate group(4-)
CHEBI:68596	alpha-Asp-Leu
CHEBI:68597	clathsterol(2-)
CHEBI:68598	clathsterol disulfonic acid
CHEBI:68599	alpha-Asp-Ile
CHEBI:68600	beta-Asp-Leu
CHEBI:68602	rilpivirine hydrochloride
CHEBI:68617	eosin b(2-)
CHEBI:68618	eosin b diphenol
CHEBI:68831	[alpha-D-GalNAc-(1->4)]2-[beta-D-Glc-(1->3)]-[alpha-D-GalNAc-(1->4)]2-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tritrans,heptacis-undecaprenyl diphosphate
CHEBI:65119	2-hydroxy-ATP
CHEBI:65631	ciliatamide B
CHEBI:63625	tenofovir (anhydrous)
CHEBI:61699	(-)-alpha-gurjunene
CHEBI:61700	(+)-valencene
CHEBI:61701	L-ascorbic acid 6-phosphate
CHEBI:61702	dinoflagellate luciferin
CHEBI:61703	nonclassic icosanoid
CHEBI:61704	oxoicosatetraenoic acid
CHEBI:61706	dinoflagellate luciferin(2-)
CHEBI:61707	oxidized dinoflagellate luciferin
CHEBI:61716	alpha-Kdo-CH2OH-(2->4)-alpha-Kdo
CHEBI:61718	p-aminophenylphosphocholine
CHEBI:61722	2-pentenal
CHEBI:61724	hept-2-enal
CHEBI:61725	oct-2-enal
CHEBI:61726	non-2-enal
CHEBI:61728	hydroxypolyether aldehyde
CHEBI:61729	hydroxypolyether phosphate
CHEBI:61730	9-O-Ac-alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer
CHEBI:61732	beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1->1')-Cer
CHEBI:61740	alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-alpha-L-Rhap-(1->2)-alpha-L-Rhap
CHEBI:61741	beta-D-GlcpNAc-(1->2)-alpha-L-Rhap
CHEBI:61742	beta-D-Galf-(1->3)-alpha-D-Manp
CHEBI:61743	beta-D-Galf-(1->6)-alpha-D-Manp
CHEBI:61744	beta-chamigrene
CHEBI:61745	4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactose
CHEBI:61746	(+)-beta-chamigrene
CHEBI:61797	beta-D-Galp-(1->3)-beta-D-GalpNAc-(1->4)-D-Glcp-(1<->1')-Cer
CHEBI:61800	2-deoxystreptamine derivative
CHEBI:61801	[9)-alpha-Neu5,7,8Ac3-(2->]n
CHEBI:61803	Galp-alpha-(1->4)-GlcpNAc
CHEBI:61804	alpha-D-Galp-(1->4)-beta-D-GalpNAc-(1->4)-D-Galp
CHEBI:61805	alpha-D-Galp-(1->4)-beta-D-Galp-(1->3)-beta-D-Galp-(1->4)-D-Glcp
CHEBI:61806	alpha-D-Glcp-(1->3)-alpha-L-Rhap
CHEBI:61807	beta-D-GlcpNAc-(1->2)-beta-D-Glcp
CHEBI:61808	beta-D-mannosyl C32-phosphomycoketide
CHEBI:61809	6-(O-phosphocholine)oxyhexanoic acid
CHEBI:61085	3-sulfino-L-alanine(1-)
CHEBI:63677	erythromycin D(1+)
CHEBI:64969	inositol phosphodihydroceramide
CHEBI:64970	inositol phosphophytoceramide (t18:0)
CHEBI:64972	3-hydroxyhexacosanoyl-CoA
CHEBI:64973	bicyclic nitroimidazole
CHEBI:64974	(-)-microperfuranone
CHEBI:63668	abieta-7,13-dien-18,18-diol
CHEBI:61811	6-(O-phosphocholine)oxyhexanoic acid betaine
CHEBI:61812	6-(O-phosphocholine)oxyhexanoate(1-)
CHEBI:61813	alpha-D-Galp-(1->2)-alpha-D-Galp-(1->6)-alpha-D-Galp-(1->3)-[alpha-D-Manp-(1->2)-alpha-D-Manp-(1->6)]-alpha-D-Manp
CHEBI:61814	beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Sph
CHEBI:63612	nelarabine
CHEBI:63616	pemetrexed
CHEBI:63620	rasagiline
CHEBI:63628	tipranavir
CHEBI:63633	triptorelin
CHEBI:63635	valganciclovir
CHEBI:63639	tetrasulfocyanine
CHEBI:63641	9alpha-hydroxyandrosta-1,4-diene-3,17-dione
